Island		quadrat	plot	X.isl	Y.isl	X.quad	Y.quad	Dist.mainland
14		A	4	-80.36027004	43.37233377	-80.3602145	43.37227717	108
14		B	1	-80.36027004	43.37233377	-80.36017545	43.37224756	108
14		B	2	-80.36027004	43.37233377	-80.36017545	43.37224756	108
14		B	3	-80.36027004	43.37233377	-80.36017545	43.37224756	108
14		B	4	-80.36027004	43.37233377	-80.36017545	43.37224756	108
14		C	1	-80.36027004	43.37233377	-80.36027004	43.37234165	108
14		C	2	-80.36027004	43.37233377	-80.36027004	43.37234165	108
14		C	3	-80.36027004	43.37233377	-80.36027004	43.37234165	108
14		C	4	-80.36027004	43.37233377	-80.36027004	43.37234165	108
14		D	1	-80.36027004	43.37233377	-80.36021745	43.37231404	108
14		D	2	-80.36027004	43.37233377	-80.36021745	43.37231404	108
14		D	3	-80.36027004	43.37233377	-80.36021745	43.37231404	108
14		D	4	-80.36027004	43.37233377	-80.36021745	43.37231404	108
14		E	1	-80.36027004	43.37233377	-80.36017996	43.37238408	108
14		E	2	-80.36027004	43.37233377	-80.36017996	43.37238408	108
14		E	3	-80.36027004	43.37233377	-80.36017996	43.37238408	108
14		E	4	-80.36027004	43.37233377	-80.36017996	43.37238408	108
15		A	1	-80.36203069	43.37282098	-80.36202086	43.37282312	22.02
15		A	2	-80.36203069	43.37282098	-80.36202086	43.37282312	22.02
15		A	3	-80.36203069	43.37282098	-80.36202086	43.37282312	22.02
15		A	4	-80.36203069	43.37282098	-80.36202086	43.37282312	22.02
15		D	1	-80.36203069	43.37282098	-80.36201205	43.37280123	22.02
15		D	2	-80.36203069	43.37282098	-80.36201205	43.37280123	22.02
15		D	3	-80.36203069	43.37282098	-80.36201205	43.37280123	22.02
15		D	4	-80.36203069	43.37282098	-80.36201205	43.37280123	22.02
16		A	1	-80.36266118	43.37035069	-80.36267769	43.37034436	278.06
16		A	2	-80.36266118	43.37035069	-80.36267769	43.37034436	278.06
16		A	3	-80.36266118	43.37035069	-80.36267769	43.37034436	278.06
16		A	4	-80.36266118	43.37035069	-80.36267769	43.37034436	278.06
16		D	1	-80.36266118	43.37035069	-80.36263957	43.37033553	278.06
16		D	2	-80.36266118	43.37035069	-80.36263957	43.37033553	278.06
16		D	3	-80.36266118	43.37035069	-80.36263957	43.37033553	278.06
16		D	4	-80.36266118	43.37035069	-80.36263957	43.37033553	278.06
17		A	1	-80.35979457	43.3711609	-80.35984042	43.3711587	239.85
17		A	2	-80.35979457	43.3711609	-80.35984042	43.3711587	239.85
17		A	3	-80.35979457	43.3711609	-80.35984042	43.3711587	239.85
17		A	4	-80.35979457	43.3711609	-80.35984042	43.3711587	239.85
17		B	1	-80.35979457	43.3711609	-80.35971569	43.37112066	239.85
17		B	2	-80.35979457	43.3711609	-80.35971569	43.37112066	239.85
17		B	3	-80.35979457	43.3711609	-80.35971569	43.37112066	239.85
17		B	4	-80.35979457	43.3711609	-80.35971569	43.37112066	239.85
17		D	1	-80.35979457	43.3711609	-80.35975417	43.37113911	239.85
17		D	2	-80.35979457	43.3711609	-80.35975417	43.37113911	239.85
17		D	3	-80.35979457	43.3711609	-80.35975417	43.37113911	239.85
17		D	4	-80.35979457	43.3711609	-80.35975417	43.37113911	239.85
18		A	1	-80.36164049	43.37135221	-80.36163343	43.37132017	189.38
18		A	2	-80.36164049	43.37135221	-80.36163343	43.37132017	189.38
18		A	3	-80.36164049	43.37135221	-80.36163343	43.37132017	189.38
18		A	4	-80.36164049	43.37135221	-80.36163343	43.37132017	189.38
18		D	1	-80.36164049	43.37135221	-80.36160804	43.3713362	189.38
18		D	2	-80.36164049	43.37135221	-80.36160804	43.3713362	189.38
18		D	3	-80.36164049	43.37135221	-80.36160804	43.3713362	189.38
18		D	4	-80.36164049	43.37135221	-80.36160804	43.3713362	189.38
19		A	1	-80.360864	43.37159617	-80.36089441	43.37157841	176
19		A	2	-80.360864	43.37159617	-80.36089441	43.37157841	176
19		A	3	-80.360864	43.37159617	-80.36089441	43.37157841	176
19		A	4	-80.360864	43.37159617	-80.36089441	43.37157841	176
19		B	1	-80.360864	43.37159617	-80.36083776	43.37153243	176
19		B	2	-80.360864	43.37159617	-80.36083776	43.37153243	176
19		B	3	-80.360864	43.37159617	-80.36083776	43.37153243	176
19		B	4	-80.360864	43.37159617	-80.36083776	43.37153243	176
19		C	1	-80.360864	43.37159617	-80.36091203	43.37150558	176
19		C	2	-80.360864	43.37159617	-80.36091203	43.37150558	176
19		C	3	-80.360864	43.37159617	-80.36091203	43.37150558	176
19		C	4	-80.360864	43.37159617	-80.36091203	43.37150558	176
19		D	1	-80.360864	43.37159617	-80.3608352	43.37159947	176
19		D	2	-80.360864	43.37159617	-80.3608352	43.37159947	176
19		D	3	-80.360864	43.37159617	-80.3608352	43.37159947	176
19		D	4	-80.360864	43.37159617	-80.3608352	43.37159947	176
19		E	1	-80.360864	43.37159617	-80.36083665	43.37164603	176
19		E	2	-80.360864	43.37159617	-80.36083665	43.37164603	176
19		E	3	-80.360864	43.37159617	-80.36083665	43.37164603	176
19		E	4	-80.360864	43.37159617	-80.36083665	43.37164603	176
20		A	1	-80.36169946	43.37200015	-80.36166478	43.37199911	119.94
20		A	2	-80.36169946	43.37200015	-80.36166478	43.37199911	119.94
20		A	3	-80.36169946	43.37200015	-80.36166478	43.37199911	119.94
20		A	4	-80.36169946	43.37200015	-80.36166478	43.37199911	119.94
20		D	1	-80.36169946	43.37200015	-80.36166085	43.37198149	119.94
20		D	2	-80.36169946	43.37200015	-80.36166085	43.37198149	119.94
20		D	3	-80.36169946	43.37200015	-80.36166085	43.37198149	119.94
20		D	4	-80.36169946	43.37200015	-80.36166085	43.37198149	119.94
21		A	1	-80.36178145	43.37090509	-80.36177178	43.37080392	233.69
21		A	2	-80.36178145	43.37090509	-80.36177178	43.37080392	233.69
21		A	3	-80.36178145	43.37090509	-80.36177178	43.37080392	233.69
21		A	4	-80.36178145	43.37090509	-80.36177178	43.37080392	233.69
21		B	1	-80.36178145	43.37090509	-80.36164175	43.37082746	233.69
21		B	2	-80.36178145	43.37090509	-80.36164175	43.37082746	233.69
21		B	3	-80.36178145	43.37090509	-80.36164175	43.37082746	233.69
21		B	4	-80.36178145	43.37090509	-80.36164175	43.37082746	233.69
21		C	1	-80.36178145	43.37090509	-80.36164377	43.37091107	233.69
21		C	2	-80.36178145	43.37090509	-80.36164377	43.37091107	233.69
21		C	3	-80.36178145	43.37090509	-80.36164377	43.37091107	233.69
21		C	4	-80.36178145	43.37090509	-80.36164377	43.37091107	233.69
21		D	1	-80.36178145	43.37090509	-80.36171144	43.37088258	233.69
21		D	2	-80.36178145	43.37090509	-80.36171144	43.37088258	233.69
21		D	3	-80.36178145	43.37090509	-80.36171144	43.37088258	233.69
21		D	4	-80.36178145	43.37090509	-80.36171144	43.37088258	233.69
21		E	1	-80.36178145	43.37090509	-80.3618213	43.37090235	233.69
21		E	2	-80.36178145	43.37090509	-80.3618213	43.37090235	233.69
21		E	3	-80.36178145	43.37090509	-80.3618213	43.37090235	233.69
21		E	4	-80.36178145	43.37090509	-80.3618213	43.37090235	233.69
22		A	1	-80.35945047	43.37057345	-80.359375	43.37052586	311.26
22		A	2	-80.35945047	43.37057345	-80.359375	43.37052586	311.26
22		A	3	-80.35945047	43.37057345	-80.359375	43.37052586	311.26
22		A	4	-80.35945047	43.37057345	-80.359375	43.37052586	311.26
22		B	1	-80.35945047	43.37057345	-80.35945083	43.37053622	311.26
22		B	2	-80.35945047	43.37057345	-80.35945083	43.37053622	311.26
22		B	3	-80.35945047	43.37057345	-80.35945083	43.37053622	311.26
22		B	4	-80.35945047	43.37057345	-80.35945083	43.37053622	311.26
22		C	1	-80.35945047	43.37057345	-80.35933682	43.37056225	311.26
22		C	2	-80.35945047	43.37057345	-80.35933682	43.37056225	311.26
22		C	3	-80.35945047	43.37057345	-80.35933682	43.37056225	311.26
22		C	4	-80.35945047	43.37057345	-80.35933682	43.37056225	311.26
22		D	1	-80.35945047	43.37057345	-80.35940504	43.37056209	311.26
22		D	2	-80.35945047	43.37057345	-80.35940504	43.37056209	311.26
22		D	3	-80.35945047	43.37057345	-80.35940504	43.37056209	311.26
22		D	4	-80.35945047	43.37057345	-80.35940504	43.37056209	311.26
22		E	1	-80.35945047	43.37057345	-80.35941148	43.37050625	311.26
22		E	2	-80.35945047	43.37057345	-80.35941148	43.37050625	311.26
22		E	3	-80.35945047	43.37057345	-80.35941148	43.37050625	311.26
22		E	4	-80.35945047	43.37057345	-80.35941148	43.37050625	311.26
23		A	1	-80.3600455	43.3713014	-80.36005248	43.37130008	221.14
23		A	2	-80.3600455	43.3713014	-80.36005248	43.37130008	221.14
23		A	3	-80.3600455	43.3713014	-80.36005248	43.37130008	221.14
23		A	4	-80.3600455	43.3713014	-80.36005248	43.37130008	221.14
23		D	1	-80.3600455	43.3713014	-80.3600153	43.37128095	221.14
23		D	2	-80.3600455	43.3713014	-80.3600153	43.37128095	221.14
23		D	3	-80.3600455	43.3713014	-80.3600153	43.37128095	221.14
23		D	4	-80.3600455	43.3713014	-80.3600153	43.37128095	221.14
24		A	1	-80.36260689	43.37267082	-80.36256309	43.37267881	29.22
24		A	2	-80.36260689	43.37267082	-80.36256309	43.37267881	29.22
24		A	3	-80.36260689	43.37267082	-80.36256309	43.37267881	29.22
24		A	4	-80.36260689	43.37267082	-80.36256309	43.37267881	29.22
24		B	1	-80.36260689	43.37267082	-80.36257724	43.37262337	29.22
24		B	2	-80.36260689	43.37267082	-80.36257724	43.37262337	29.22
24		B	3	-80.36260689	43.37267082	-80.36257724	43.37262337	29.22
24		B	4	-80.36260689	43.37267082	-80.36257724	43.37262337	29.22
24		D	1	-80.36260689	43.37267082	-80.36257849	43.37265407	29.22
24		D	2	-80.36260689	43.37267082	-80.36257849	43.37265407	29.22
24		D	3	-80.36260689	43.37267082	-80.36257849	43.37265407	29.22
24		D	4	-80.36260689	43.37267082	-80.36257849	43.37265407	29.22
25		A	1	-80.35979398	43.37038863	-80.35974574	43.37039283	327.6
25		A	2	-80.35979398	43.37038863	-80.35974574	43.37039283	327.6
25		A	3	-80.35979398	43.37038863	-80.35974574	43.37039283	327.6
25		A	4	-80.35979398	43.37038863	-80.35974574	43.37039283	327.6
25		B	1	-80.35979398	43.37038863	-80.35984439	43.37027255	327.6
25		B	2	-80.35979398	43.37038863	-80.35984439	43.37027255	327.6
25		B	3	-80.35979398	43.37038863	-80.35984439	43.37027255	327.6
25		B	4	-80.35979398	43.37038863	-80.35984439	43.37027255	327.6
25		C	1	-80.35979398	43.37038863	-80.35986567	43.37036218	327.6
25		C	2	-80.35979398	43.37038863	-80.35986567	43.37036218	327.6
25		C	3	-80.35979398	43.37038863	-80.35986567	43.37036218	327.6
25		C	4	-80.35979398	43.37038863	-80.35986567	43.37036218	327.6
25		D	1	-80.35979398	43.37038863	-80.35974208	43.37034762	327.6
25		D	2	-80.35979398	43.37038863	-80.35974208	43.37034762	327.6
25		D	3	-80.35979398	43.37038863	-80.35974208	43.37034762	327.6
25		D	4	-80.35979398	43.37038863	-80.35974208	43.37034762	327.6
25		E	1	-80.35979398	43.37038863	-80.35969805	43.37032653	327.6
25		E	2	-80.35979398	43.37038863	-80.35969805	43.37032653	327.6
25		E	3	-80.35979398	43.37038863	-80.35969805	43.37032653	327.6
25		E	4	-80.35979398	43.37038863	-80.35969805	43.37032653	327.6
26		A	1	-80.3629987	43.37068356	-80.36301891	43.37065807	237.24
26		A	2	-80.3629987	43.37068356	-80.36301891	43.37065807	237.24
26		A	3	-80.3629987	43.37068356	-80.36301891	43.37065807	237.24
26		A	4	-80.3629987	43.37068356	-80.36301891	43.37065807	237.24
26		B	1	-80.3629987	43.37068356	-80.36296493	43.3707242	237.24
26		B	2	-80.3629987	43.37068356	-80.36296493	43.3707242	237.24
26		B	3	-80.3629987	43.37068356	-80.36296493	43.3707242	237.24
26		B	4	-80.3629987	43.37068356	-80.36296493	43.3707242	237.24
26		D	1	-80.3629987	43.37068356	-80.36297179	43.3706671	237.24
26		D	2	-80.3629987	43.37068356	-80.36297179	43.3706671	237.24
26		D	3	-80.3629987	43.37068356	-80.36297179	43.3706671	237.24
26		D	4	-80.3629987	43.37068356	-80.36297179	43.3706671	237.24
27		A	1	-80.36202149	43.37169788	-80.36200511	43.37166883	146.3
27		A	2	-80.36202149	43.37169788	-80.36200511	43.37166883	146.3
27		A	3	-80.36202149	43.37169788	-80.36200511	43.37166883	146.3
27		A	4	-80.36202149	43.37169788	-80.36200511	43.37166883	146.3
27		B	1	-80.36202149	43.37169788	-80.36195271	43.37168111	146.3
27		B	2	-80.36202149	43.37169788	-80.36195271	43.37168111	146.3
27		B	3	-80.36202149	43.37169788	-80.36195271	43.37168111	146.3
27		B	4	-80.36202149	43.37169788	-80.36195271	43.37168111	146.3
27		D	1	-80.36202149	43.37169788	-80.36198537	43.37168342	146.3
27		D	2	-80.36202149	43.37169788	-80.36198537	43.37168342	146.3
27		D	3	-80.36202149	43.37169788	-80.36198537	43.37168342	146.3
27		D	4	-80.36202149	43.37169788	-80.36198537	43.37168342	146.3
28		A	1	-80.36333254	43.37170272	-80.3633393	43.37167398	7.83
28		A	2	-80.36333254	43.37170272	-80.3633393	43.37167398	7.83
28		A	3	-80.36333254	43.37170272	-80.3633393	43.37167398	7.83
28		A	4	-80.36333254	43.37170272	-80.3633393	43.37167398	7.83
28		D	1	-80.36333254	43.37170272	-80.36330677	43.37169182	7.83
28		D	2	-80.36333254	43.37170272	-80.36330677	43.37169182	7.83
28		D	3	-80.36333254	43.37170272	-80.36330677	43.37169182	7.83
28		D	4	-80.36333254	43.37170272	-80.36330677	43.37169182	7.83
29		A	1	-80.3622614	43.37044655	-80.36226527	43.3704172	277.35
29		A	2	-80.3622614	43.37044655	-80.36226527	43.3704172	277.35
29		A	3	-80.3622614	43.37044655	-80.36226527	43.3704172	277.35
29		A	4	-80.3622614	43.37044655	-80.36226527	43.3704172	277.35
29		B	1	-80.3622614	43.37044655	-80.36223253	43.37047456	277.35
29		B	2	-80.3622614	43.37044655	-80.36223253	43.37047456	277.35
